  -1.593910550421E-013  -6.940576151998E-012   4.821898522828E-012   4.415389581736E-011   0.000000000000E+000  -4.198098935149E-008   3.263245389462E-007   8.372170686756E-013   4.324799546263E-011  -3.439234574215E-013   0.000000000000E+000   0.000000000000E+000  -9.850963600400E-009   9.664612576898E-008  -0.000000000000E+000  -0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000  -0.000000000000E+000   7.154548811345E-058
  -2.854502224869E-012  -1.877561300878E-011   1.525910821309E-011   8.935602952009E-011   0.000000000000E+000  -6.741993274773E-008   9.248128094441E-007   8.429079916689E-013   4.324799546263E-011  -3.317293000623E-013   0.000000000000E+000   0.000000000000E+000  -1.138306782167E-008   9.664612576898E-008   0.000000000000E+000  -0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000  -0.000000000000E+000   8.258041668859E-137
  -9.336937690022E-013  -2.339308434463E-011   1.466369387026E-011   7.236524574017E-011   0.000000000000E+000  -1.006262095871E-007   5.979504180686E-007   7.898957096047E-013   4.324799546263E-011  -2.980990291852E-013   0.000000000000E+000   0.000000000000E+000  -8.922582672710E-009   9.664612576898E-008   0.000000000000E+000  -0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000  -0.000000000000E+000   3.676582176495E-201
  -2.755383378059E-012  -1.767762498883E-011   1.643534267015E-011   8.374973631264E-011   0.000000000000E+000  -7.001769120052E-008   9.010846611091E-007   8.328439392129E-013   4.324799546263E-011  -3.206705734282E-013   0.000000000000E+000   0.000000000000E+000  -1.124367265959E-008   9.664612576898E-008  -0.000000000000E+000  -0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000  -0.000000000000E+000   6.390147836451E-272
  -1.262791195396E-012  -2.538949606112E-011   1.542361724449E-011   7.426520509668E-011   0.000000000000E+000  -1.009271883845E-007   6.090902502365E-007   7.917775593155E-013   4.324799546263E-011  -2.981799377723E-013   0.000000000000E+000   0.000000000000E+000  -9.029481162770E-009   9.664612576898E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000
  -2.704835270692E-012  -1.765215404403E-011   1.645383135296E-011   8.173745708051E-011   0.000000000000E+000  -7.225796849752E-008   8.742351838009E-007   8.328546186043E-013   4.324799546263E-011  -3.162581145317E-013   0.000000000000E+000   0.000000000000E+000  -1.129920246257E-008   9.664612576898E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000
  -1.478378400602E-012  -2.524931479175E-011   1.559602100243E-011   7.517373529220E-011   0.000000000000E+000  -9.956809776668E-008   6.126084599600E-007   7.969584736069E-013   4.324799546263E-011  -2.996473512026E-013   0.000000000000E+000   0.000000000000E+000  -9.186257976523E-009   9.664612576898E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000
  -2.720694329550E-012  -1.819666639591E-011   1.658855518227E-011   8.034546639113E-011   0.000000000000E+000  -7.664920076422E-008   8.553421366742E-007   8.315224051848E-013   4.324799546263E-011  -3.103829042742E-013   0.000000000000E+000   0.000000000000E+000  -1.134926463919E-008   9.664612576898E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000
  -1.591045546180E-012  -2.449013734862E-011   1.571686357449E-011   7.582995342759E-011   0.000000000000E+000  -9.726378635833E-008   6.147136559775E-007   8.019998510786E-013   4.324799546263E-011  -3.014737168672E-013   0.000000000000E+000   0.000000000000E+000  -9.291742486539E-009   9.664612576898E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000
  -2.757901979705E-012  -1.897955577423E-011   1.661546247811E-011   7.946285990323E-011   0.000000000000E+000  -8.146002983267E-008   8.386111858272E-007   8.304004185666E-013   4.324799546263E-011  -3.051426028088E-013   0.000000000000E+000   0.000000000000E+000  -1.140346750361E-008   9.664612576898E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000
