   1.000000000000E+000   4.359891228213E-006  -1.721611982441E-013   3.888899347546E-010  -3.474771128015E-011   7.782815722741E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   2.000000000000E+000   4.357838161043E-006  -1.773099462785E-013   3.882687098197E-010  -3.578366879901E-011   7.770791116582E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   3.000000000000E+000   4.355244051969E-006  -1.837840526027E-013   3.874855187595E-010  -3.708629859614E-011   7.755617898968E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   4.000000000000E+000   4.354826377959E-006  -1.848036737543E-013   3.873589024157E-010  -3.729130943907E-011   7.753162733482E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   5.000000000000E+000   4.353426717957E-006  -1.882461476513E-013   3.869355379025E-010  -3.798366233866E-011   7.744949589516E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   6.000000000000E+000   4.353091480187E-006  -1.890665427099E-013   3.868339930120E-010  -3.814870912061E-011   7.742979415691E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   7.000000000000E+000   4.350645034289E-006  -1.951148264472E-013   3.860953609344E-010  -3.936527988935E-011   7.728642499475E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   8.000000000000E+000   4.350429469173E-006  -1.956420448885E-013   3.860300581821E-010  -3.947128045434E-011   7.727374424044E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   9.000000000000E+000   4.332660556119E-006  -2.419913792128E-013   3.807649406935E-010  -4.878803264683E-011   7.625027184568E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   1.000000000000E+001   4.332574790827E-006  -2.421900631052E-013   3.807382643713E-010  -4.882838505262E-011   7.624504732449E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
