   1.000000000000E+000   4.359894979856E-006  -1.721709813864E-013   3.893898339909E-010  -3.475243346850E-011   7.788872715232E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   2.000000000000E+000   4.357861744204E-006  -1.772764122133E-013   3.887744472400E-010  -3.577940436674E-011   7.777036914674E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   3.000000000000E+000   4.355600863101E-006  -1.829223218802E-013   3.880913871200E-010  -3.691515899038E-011   7.763891432590E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   4.000000000000E+000   4.355160607344E-006  -1.840001484521E-013   3.879576694358E-010  -3.713182799845E-011   7.761316474449E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   5.000000000000E+000   4.353401418009E-006  -1.877244434378E-013   3.873646383728E-010  -3.787491171397E-011   7.751417752450E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   6.000000000000E+000   4.362111546631E-006  -1.703770141925E-013   3.895781153624E-010  -3.721678306079E-011   7.922433096764E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   7.000000000000E+000   4.350533613209E-006  -1.954600946960E-013   3.865600120794E-010  -3.943698379248E-011   7.734367754419E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   8.000000000000E+000   4.350336519652E-006  -1.959459364391E-013   3.865005752817E-010  -3.953464298195E-011   7.733226314879E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   9.000000000000E+000   4.336072222342E-006  -2.327841417179E-013   3.822553249162E-010  -4.694123962179E-011   7.651229644916E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
   1.000000000000E+001   4.335954952679E-006  -2.330699430293E-013   3.822195053932E-010  -4.699902252139E-011   7.650536076870E-008   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   3.893560459314E-010   0.000000000000E+000   0.000000000000E+000   7.787120918629E-008
