  -3.335371569584E-013  -1.440892733548E-011   7.265256349599E-012   2.688487027781E-011   0.000000000000E+000  -8.588143390769E-008   2.139219967380E-007   3.060192766058E-006   6.283185307180E-006   8.726311459899E-007   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.000000000000E-002
  -3.358662871774E-012  -2.214275580232E-011   1.602959977188E-011   8.544093585979E-011   0.000000000000E+000  -7.832518132500E-008   8.967533172966E-007   3.040625553469E-006   6.283185307180E-006   1.227129773253E-006   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.339218956280E-002
  -1.109770891809E-012  -2.940628082813E-011   1.588296053506E-011   6.197059676913E-011   0.000000000000E+000  -1.238300660872E-007   5.289043478496E-007   2.828161582436E-006   6.283185307180E-006   8.560111928574E-007   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.000000000000E-002
  -3.322531402990E-012  -2.138081911779E-011   1.756874484368E-011   7.927341498369E-011   0.000000000000E+000  -8.320396220875E-008   8.727778383821E-007   2.988014206307E-006   6.283185307180E-006   1.154486594231E-006   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.309558319867E-002
  -1.532381502054E-012  -3.163159641177E-011   1.672237500429E-011   6.475257882949E-011   0.000000000000E+000  -1.229576868268E-007   5.412925447537E-007   2.821209530214E-006   6.283185307180E-006   8.755058375339E-007   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.000000000000E-002
  -3.302345919894E-012  -2.166247138564E-011   1.768002096294E-011   7.682417569678E-011   0.000000000000E+000  -8.697293533790E-008   8.435867467236E-007   2.988773649672E-006   6.283185307180E-006   1.114516031057E-006   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.327004471211E-002
  -1.823977832721E-012  -3.145724459578E-011   1.690455648931E-011   6.602311699266E-011   0.000000000000E+000  -1.212161593849E-007   5.449205897084E-007   2.838665259115E-006   6.283185307180E-006   8.919471512068E-007   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.000000000000E-002
  -3.344113480935E-012  -2.252793751577E-011   1.784490800013E-011   7.509889833285E-011   0.000000000000E+000  -9.287753721489E-008   8.310099358807E-007   2.980256765680E-006   6.283185307180E-006   1.063750841512E-006   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.341207066238E-002
  -1.986228357891E-012  -3.060314919449E-011   1.705355123431E-011   6.694252193840E-011   0.000000000000E+000  -1.186744277702E-007   5.487866850598E-007   2.858314922767E-006   6.283185307180E-006   9.084150730878E-007   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.000000000000E-002
  -3.401530797111E-012  -2.362796249632E-011   1.785075581254E-011   7.393011360258E-011   0.000000000000E+000  -9.905847795805E-008   8.246711197177E-007   2.971264456896E-006   6.283185307180E-006   1.017299063679E-006   0.000000000000E+000   0.000000000000E+000   0.000000000000E+000   1.355244435420E-002
